System: A1+A2=192
Executable: ./pispectr
Energy: 0.270000
Filter: 0
   scm(1) or lab(0) filter:  1
   theta cut: 0
       thmin1,thmax1: 0.000000 0.000000
       thmin2,thmax2: 0.000000 0.000000
   rapidity cut: 0
       rapmin,rapmax: 0.000000 0.000000
   pt cut: 0
       ptmin,ptmax: 0.000000 0.000000
   phi cut: 0
       phimin,phimax: 0.000000 0.000000
   ekin cut: 0
       ekmin,ekmax: 0.000000 0.300000

Number of records read: 79810
Number of events that dont conserve energy: 196

pi-   err  pi0   err   pi+    err    pi-/pi+   err
  0.551485    0.002581    0.236449    0.001706    0.110512    0.001179    4.990249    0.058118    0.661997    0.002838  

<pt>
pi-   err  pi0   err   pi+    err    pi+/pi-   err
  0.101076   0.000266   0.119083   0.000453   0.137117   0.000746   1.356572   0.008200   0.107093   0.000255   0.060031

<pm>
pi-   err  pi0   err   pi+    err    pi+/pi-   err
  0.133780   0.000282   0.155284   0.000474   0.176184   0.000776   1.316969   0.006432   0.140859   0.000268   0.140859

avdens: pi-   err  pi0   err   pi+    err    pi-/pi+   err
  0.000000    0.000000    0.000000    0.000000    0.000000    0.000000  


 Ekin  pi-   err  pi0   err   pi+    err    pi-/pi+   err
 -0.552632    0.267586    0.007961    0.116652    0.005264    0.051660    0.003502    5.179724    0.383469  
 -0.500000    0.288059    0.008294    0.125460    0.005457    0.064992    0.003927    4.432234    0.296643  
 -0.447368    0.304486    0.008559    0.133793    0.005644    0.065230    0.003934    4.667883    0.310589  
 -0.394737    0.343052    0.009024    0.143553    0.005853    0.061659    0.003855    5.563707    0.377354  
 -0.342105    0.362574    0.009318    0.153076    0.006050    0.069515    0.004061    5.215753    0.332853  
 -0.289474    0.375429    0.009474    0.151886    0.006008    0.069277    0.004082    5.419244    0.347339  
 -0.236842    0.393284    0.009646    0.150219    0.005966    0.070943    0.004102    5.543624    0.348180  
 -0.184211    0.407568    0.009883    0.167598    0.006334    0.076657    0.004290    5.316770    0.324262  
 -0.131579    0.412567    0.009917    0.170455    0.006342    0.083561    0.004463    4.937322    0.289183  
 -0.078947    0.399712    0.009763    0.174978    0.006451    0.074514    0.004204    5.364217    0.329753  
 -0.026316    0.408520    0.009865    0.162837    0.006227    0.074991    0.004217    5.447619    0.333384  


 pt  pi-   err  pi0   err   pi+    err    pi-/pi+   err
  0.010000    0.999875    0.025076    0.211126    0.011476    0.091467    0.007563   10.931507    0.944532  
  0.030000    2.507205    0.039777    0.672848    0.020527    0.276908    0.013164    9.054299    0.453787  
  0.050000    3.472622    0.046588    1.098860    0.026204    0.344568    0.014749   10.078182    0.452070  
  0.070000    3.890490    0.049150    1.446561    0.029981    0.487408    0.017434    7.982005    0.302793  
  0.090000    4.018920    0.050164    1.614459    0.031783    0.617717    0.019610    6.506085    0.221936  
  0.110000    3.671846    0.047838    1.576870    0.031397    0.598296    0.019346    6.137173    0.213948  
  0.130000    3.025937    0.043610    1.358852    0.029090    0.658439    0.020427    4.595623    0.157208  
  0.150000    2.130059    0.036493    1.152111    0.026761    0.595790    0.019347    3.575184    0.131263  
  0.170000    1.472247    0.030311    0.869565    0.023373    0.499311    0.017643    2.948557    0.120579  
  0.190000    0.915925    0.023948    0.614585    0.019561    0.395314    0.015725    2.316957    0.110291  
  0.210000    0.582007    0.019046    0.423506    0.016244    0.283799    0.013355    2.050773    0.117546  
  0.230000    0.348327    0.014747    0.270643    0.013046    0.228668    0.011942    1.523288    0.102409  
  0.250000    0.213006    0.011527    0.196091    0.011062    0.152863    0.009811    1.393443    0.116983  
  0.270000    0.125924    0.008871    0.114647    0.008465    0.096479    0.007767    1.305195    0.139623  
  0.290000    0.080817    0.007110    0.067034    0.006476    0.078311    0.007055    1.032000    0.129945  
